age,sex,admission_category,province,world_region,speaks_official_language,education_level,family_size,field_of_study,previous_occupation,occupation_category,years_of_experience,teer_category,credential_recognition_status,regulated_profession,employment_probability,employed,employment_category,employment_occupation,employment_sector,occupationally_downgraded,annual_income,months_to_employment,rent_to_income_ratio,housing_affordable,affordability_score
33,M,Skilled Worker,Ontario,South Asia,1,University,3,Manufacturing Technology,Production Worker,Manufacturing & Utilities,2,TEER 5,Not Recognized,0,0.862209402206462,1,Manufacturing & Utilities,Warehouse Labourer,Transportation & Warehousing,0,41500.0,4,0.61,0,0.589
35,M,Skilled Worker,Ontario,South Asia,1,University,1,Pharmacy,Physician,Health,13,TEER 1,Not Recognized,1,0.8714413160800064,1,Manufacturing & Utilities,Assembly Line Worker,Manufacturing,1,32700.0,9,0.77,0,0.525
36,M,Skilled Worker,Ontario,South Asia,1,University,2,Social Work,Social Worker,"Education, Law & Social Services",9,TEER 1,Partially Recognized,1,0.8780147269152849,1,"Education, Law & Social Services",Teacher,Health Care & Social Assistance,0,98800.0,1,0.26,1,0.894
29,M,Skilled Worker,Ontario,South Asia,0,University,4,Pharmacy,Registered Nurse,Health,5,TEER 1,Fully Recognized,1,0.8549250181088225,1,Health,Registered Nurse,Health Care & Social Assistance,0,101300.0,1,0.25,1,0.892
29,M,Skilled Worker,Ontario,South Asia,1,College,2,Engineering Technology,Civil Engineer,Natural & Applied Sciences,8,TEER 1,Partially Recognized,0,0.8747649709882901,1,Natural & Applied Sciences,Data Analyst,Construction,0,88500.0,1,0.28,1,0.848
18,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,3,Mathematics,IT Analyst,Natural & Applied Sciences,2,TEER 1,Partially Recognized,0,0.8811916074114801,1,Natural & Applied Sciences,Mechanical Engineer,Professional Services,0,73500.0,12,0.34,0,0.778
39,M,Skilled Worker,Ontario,South Asia,1,College,1,Skilled Trades,Plumber,"Trades, Transport & Equipment Operators",12,TEER 2,Fully Recognized,0,0.8811916074114801,0,Not Employed,Not Employed,Not Applicable,0,0.0,11,1.75,0,0.352
36,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,2,Engineering,Civil Engineer,Natural & Applied Sciences,6,TEER 1,Fully Recognized,0,0.8912683888840068,1,Natural & Applied Sciences,Software Developer,Professional Services,0,74900.0,7,0.34,0,0.788
26,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,3,Communications,Customer Service Representative,Sales & Service,0,TEER 4,Partially Recognized,0,0.8811916074114801,1,Sales & Service,Cashier,Accommodation & Food Services,0,31300.0,1,0.81,0,0.516
23,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,3,Psychology,Social Worker,"Education, Law & Social Services",3,TEER 1,Partially Recognized,1,0.8769396231615978,1,Sales & Service,Food Service Supervisor,Accommodation & Food Services,1,40900.0,1,0.62,0,0.59
41,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,3,Engineering Technology,Welder,"Trades, Transport & Equipment Operators",10,TEER 2,Partially Recognized,0,0.8902954999057695,1,"Trades, Transport & Equipment Operators",Plumber,Construction,1,55200.0,3,0.46,0,0.685
21,M,Skilled Worker,Ontario,South Asia,1,College,1,Early Childhood Education,Early Childhood Educator,"Education, Law & Social Services",0,TEER 1,Not Recognized,1,0.8486129051614334,0,Not Employed,Not Employed,Not Applicable,0,0.0,6,1.75,0,0.339
41,M,Skilled Worker,Ontario,South Asia,1,High School,4,General Studies,IT Analyst,Natural & Applied Sciences,18,TEER 1,Fully Recognized,0,0.8680427595776581,1,Natural & Applied Sciences,Software Developer,Professional Services,0,83400.0,3,0.3,0,0.821
30,M,Skilled Worker,Ontario,South Asia,1,College,4,Business Administration,Construction Manager,Management,8,TEER 0,Not Assessed,0,0.8645683220961262,1,Management,Operations Manager,Professional Services,0,63900.0,10,0.39,0,0.723
39,M,Skilled Worker,Ontario,South Asia,0,University,3,Public Administration,Restaurant Manager,Management,12,TEER 0,Fully Recognized,0,0.8610170498408068,1,Management,Construction Manager,Construction,0,89700.0,1,0.28,1,0.847
35,M,Skilled Worker,Ontario,South Asia,1,University,1,Computer Science,Civil Engineer,Natural & Applied Sciences,4,TEER 1,Not Assessed,0,0.8668930926209821,1,Sales & Service,Cashier,Retail Trade,1,26800.0,12,0.94,0,0.466
24,M,Skilled Worker,Ontario,South Asia,1,College,2,Hospitality Management,Customer Service Representative,Sales & Service,0,TEER 4,Not Assessed,0,0.8586063906194887,1,Sales & Service,Customer Service Representative,Retail Trade,0,32700.0,8,0.77,0,0.52
35,M,Skilled Worker,Ontario,South Asia,1,University,4,Pharmacy,Medical Laboratory Technologist,Health,8,TEER 1,Partially Recognized,1,0.8780147269152849,1,Manufacturing & Utilities,Warehouse Labourer,Transportation & Warehousing,1,35600.0,6,0.71,0,0.552
38,M,Skilled Worker,Ontario,South Asia,0,University,1,Mathematics,Data Analyst,Natural & Applied Sciences,9,TEER 1,Partially Recognized,0,0.8498931219157079,1,Manufacturing & Utilities,Production Worker,Transportation & Warehousing,1,44500.0,15,0.57,0,0.604
39,M,Skilled Worker,Ontario,South Asia,0,Postgraduate,4,Engineering Technology,Plumber,"Trades, Transport & Equipment Operators",7,TEER 2,Fully Recognized,0,0.8610170498408068,0,Not Employed,Not Employed,Not Applicable,0,0.0,26,1.75,0,0.344
26,M,Skilled Worker,Ontario,South Asia,1,College,2,Information Technology,Data Analyst,Natural & Applied Sciences,2,TEER 1,Fully Recognized,0,0.8714413160800064,0,Not Employed,Not Employed,Not Applicable,0,0.0,3,1.75,0,0.349
27,M,Skilled Worker,Ontario,South Asia,1,College,2,Information Technology,Software Developer,Natural & Applied Sciences,4,TEER 1,Partially Recognized,0,0.8657349585723855,1,Natural & Applied Sciences,Mechanical Engineer,Professional Services,0,91400.0,1,0.28,1,0.856
19,M,Skilled Worker,Ontario,South Asia,1,University,1,Business Administration,Retail Manager,Management,0,TEER 0,Fully Recognized,0,0.8822345526848225,1,Management,Operations Manager,Retail Trade,0,68500.0,1,0.37,0,0.753
35,M,Skilled Worker,Ontario,South Asia,1,University,5,Manufacturing Technology,Production Worker,Manufacturing & Utilities,10,TEER 5,Fully Recognized,0,0.8912683888840068,1,Manufacturing & Utilities,Assembly Line Worker,Transportation & Warehousing,0,52500.0,2,0.48,0,0.671
32,M,Skilled Worker,Ontario,South Asia,0,College,2,Automotive Technology,Auto Mechanic,"Trades, Transport & Equipment Operators",6,TEER 2,Fully Recognized,0,0.8434021771309801,0,Not Employed,Not Employed,Not Applicable,0,0.0,2,1.75,0,0.337
30,M,Skilled Worker,Ontario,South Asia,1,University,3,Physical Sciences,Data Analyst,Natural & Applied Sciences,6,TEER 1,Partially Recognized,0,0.8822345526848225,0,Not Employed,Not Employed,Not Applicable,0,0.0,2,1.75,0,0.353
38,M,Skilled Worker,Ontario,South Asia,1,University,4,Computer Science,Data Analyst,Natural & Applied Sciences,13,TEER 1,Fully Recognized,0,0.8912683888840068,0,Not Employed,Not Employed,Not Applicable,0,0.0,1,1.75,0,0.357
30,M,Skilled Worker,Ontario,South Asia,1,University,3,Accounting,HR Specialist,"Business, Finance & Administration",8,TEER 1,Partially Recognized,0,0.8822345526848225,1,Sales & Service,Retail Sales Associate,Accommodation & Food Services,1,31800.0,1,0.79,0,0.522
23,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,1,Business Administration,Bookkeeper,"Business, Finance & Administration",0,TEER 1,Fully Recognized,0,0.8863273012718985,1,"Business, Finance & Administration",Bookkeeper,Public Administration,0,73200.0,3,0.34,0,0.779
26,M,Skilled Worker,Ontario,South Asia,1,College,3,Engineering Technology,Mechanical Engineer,Natural & Applied Sciences,2,TEER 1,Fully Recognized,0,0.8714413160800064,1,Natural & Applied Sciences,Civil Engineer,Information Technology,0,62600.0,1,0.4,0,0.719
28,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,3,Business Administration,Administrative Officer,"Business, Finance & Administration",0,TEER 1,Partially Recognized,0,0.8811916074114801,1,Sales & Service,Customer Service Representative,Retail Trade,1,30600.0,3,0.82,0,0.511
28,M,Skilled Worker,Ontario,South Asia,1,College,2,Engineering Technology,Welder,"Trades, Transport & Equipment Operators",2,TEER 2,Fully Recognized,0,0.8714413160800064,0,Not Employed,Not Employed,Not Applicable,0,0.0,2,1.75,0,0.349
38,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,2,Information Technology,Data Analyst,Natural & Applied Sciences,8,TEER 1,Fully Recognized,0,0.8912683888840068,1,Natural & Applied Sciences,Data Analyst,Construction,0,111900.0,8,0.23,1,0.911
32,M,Skilled Worker,Ontario,South Asia,1,College,1,Hospitality Management,Retail Sales Associate,Sales & Service,7,TEER 4,Partially Recognized,0,0.8714413160800064,1,Sales & Service,Customer Service Representative,Accommodation & Food Services,0,26300.0,3,0.96,0,0.462
34,M,Skilled Worker,Ontario,South Asia,1,College,2,Human Resources,Administrative Officer,"Business, Finance & Administration",9,TEER 1,Partially Recognized,0,0.8714413160800064,1,"Trades, Transport & Equipment Operators",Electrician,Transportation & Warehousing,1,44900.0,1,0.56,0,0.616
36,M,Skilled Worker,Ontario,South Asia,1,High School,3,General Studies,Dentist,Health,13,TEER 1,Not Recognized,1,0.8447183956867512,1,Manufacturing & Utilities,Production Worker,Transportation & Warehousing,1,17200.0,10,1.47,0,0.407
21,M,Skilled Worker,Ontario,South Asia,1,University,3,Engineering,Mechanical Engineer,Natural & Applied Sciences,0,TEER 1,Fully Recognized,0,0.8822345526848225,1,Natural & Applied Sciences,Mechanical Engineer,Manufacturing,0,71700.0,1,0.35,0,0.77
27,M,Skilled Worker,Ontario,South Asia,1,University,3,Computer Science,Software Developer,Natural & Applied Sciences,2,TEER 1,Partially Recognized,0,0.8769396231615978,1,Natural & Applied Sciences,Software Developer,Manufacturing,0,56300.0,1,0.45,0,0.686
36,M,Skilled Worker,Ontario,South Asia,1,College,5,Hospitality Management,Cashier,Sales & Service,10,TEER 4,Not Assessed,0,0.8691839951038786,1,Sales & Service,Retail Sales Associate,Accommodation & Food Services,0,43400.0,7,0.58,0,0.605
31,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,2,Engineering,Mechanical Engineer,Natural & Applied Sciences,1,TEER 1,Partially Recognized,0,0.8780147269152849,0,Not Employed,Not Employed,Not Applicable,0,0.0,8,1.75,0,0.351
44,M,Skilled Worker,Ontario,South Asia,1,Postgraduate,2,Economics,Accountant,"Business, Finance & Administration",11,TEER 1,Partially Recognized,0,0.8902954999057695,1,"Business, Finance & Administration",Administrative Officer,Professional Services,0,87900.0,1,0.29,1,0.85
46,F,Skilled Worker,Ontario,South Asia,1,High School,1,General Studies,Civil Engineer,Natural & Applied Sciences,19,TEER 1,Fully Recognized,0,0.8466096046896634,1,Natural & Applied Sciences,Data Analyst,Information Technology,0,63300.0,1,0.4,0,0.712
28,F,Skilled Worker,Ontario,South Asia,1,High School,4,General Studies,Software Developer,Natural & Applied Sciences,6,TEER 1,Not Recognized,0,0.8246613250879874,0,Not Employed,Not Employed,Not Applicable,0,0.0,2,1.75,0,0.33
36,F,Skilled Worker,Ontario,South Asia,1,College,3,Business Administration,Bookkeeper,"Business, Finance & Administration",13,TEER 1,Not Recognized,0,0.8426731136963415,0,Not Employed,Not Employed,Not Applicable,0,0.0,2,1.75,0,0.337
40,F,Skilled Worker,Ontario,South Asia,1,Postgraduate,1,Engineering,Civil Engineer,Natural & Applied Sciences,9,TEER 1,Fully Recognized,0,0.8730559714117155,1,Natural & Applied Sciences,Civil Engineer,Manufacturing,0,77500.0,2,0.33,0,0.793
23,F,Skilled Worker,Ontario,South Asia,0,University,1,Law,Social Worker,"Education, Law & Social Services",0,TEER 1,Fully Recognized,1,0.8202811405819588,1,"Education, Law & Social Services",Lawyer,Education Services,0,73800.0,3,0.34,0,0.755
30,F,Skilled Worker,Ontario,South Asia,1,University,2,Health Sciences,Registered Nurse,Health,7,TEER 1,Not Assessed,1,0.8504650786622729,0,Not Employed,Not Employed,Not Applicable,0,0.0,8,1.75,0,0.34
44,F,Skilled Worker,Ontario,South Asia,1,College,3,Information Technology,Civil Engineer,Natural & Applied Sciences,15,TEER 1,Partially Recognized,0,0.8554810619487822,1,Natural & Applied Sciences,IT Analyst,Professional Services,0,73800.0,4,0.34,0,0.769
25,F,Skilled Worker,Ontario,South Asia,1,University,2,Law,Early Childhood Educator,"Education, Law & Social Services",0,TEER 1,Fully Recognized,1,0.8579361893775501,1,"Education, Law & Social Services",Paralegal,Health Care & Social Assistance,0,69300.0,9,0.36,0,0.748
34,F,Skilled Worker,Ontario,South Asia,1,High School,2,General Studies,Retail Sales Associate,Sales & Service,13,TEER 4,Not Recognized,0,0.8261025841068084,1,"Trades, Transport & Equipment Operators",Electrician,Manufacturing,1,36900.0,22,0.68,0,0.542
28,F,Skilled Worker,Ontario,South Asia,1,Postgraduate,5,Manufacturing Technology,Assembly Line Worker,Manufacturing & Utilities,0,TEER 5,Not Assessed,0,0.8542403295736205,1,"Trades, Transport & Equipment Operators",Truck Driver,Transportation & Warehousing,1,39500.0,14,0.64,0,0.572
35,F,Skilled Worker,Ontario,South Asia,1,College,3,Information Technology,Software Developer,Natural & Applied Sciences,12,TEER 1,Partially Recognized,0,0.8554810619487822,1,Natural & Applied Sciences,IT Analyst,Construction,0,93500.0,4,0.27,1,0.862
31,F,Skilled Worker,Ontario,South Asia,1,Postgraduate,1,Dentistry,Medical Laboratory Technologist,Health,5,TEER 1,Not Assessed,1,0.8554810619487822,1,Sales & Service,Retail Sales Associate,Accommodation & Food Services,1,20900.0,3,1.21,0,0.426
28,F,Skilled Worker,Ontario,South Asia,0,University,1,Public Administration,Operations Manager,Management,1,TEER 0,Not Recognized,0,0.8034903124989246,1,"Trades, Transport & Equipment Operators",Electrician,Manufacturing,1,30900.0,6,0.82,0,0.481
25,F,Skilled Worker,Ontario,South Asia,1,College,1,Information Technology,Civil Engineer,Natural & Applied Sciences,1,TEER 1,Partially Recognized,0,0.8439943266162973,1,Natural & Applied Sciences,Civil Engineer,Construction,0,61700.0,2,0.41,0,0.702
18,F,Skilled Worker,Ontario,South Asia,1,University,1,Business Administration,Accountant,"Business, Finance & Administration",2,TEER 1,Partially Recognized,0,0.8567130045060837,1,"Business, Finance & Administration",Administrative Officer,Public Administration,0,66100.0,4,0.38,0,0.731
32,F,Skilled Worker,Ontario,South Asia,1,University,4,Engineering Technology,Welder,"Trades, Transport & Equipment Operators",7,TEER 2,Partially Recognized,0,0.8627420089226601,1,"Trades, Transport & Equipment Operators",Electrician,Transportation & Warehousing,0,54500.0,10,0.46,0,0.671
30,F,Skilled Worker,Ontario,South Asia,1,Postgraduate,1,Computer Science,IT Analyst,Natural & Applied Sciences,4,TEER 1,Not Recognized,0,0.8453064809776941,0,Not Employed,Not Employed,Not Applicable,0,0.0,4,1.75,0,0.338
21,F,Skilled Worker,Ontario,South Asia,1,University,3,Physical Sciences,Mechanical Engineer,Natural & Applied Sciences,1,TEER 1,Fully Recognized,0,0.8627420089226601,1,Natural & Applied Sciences,IT Analyst,Professional Services,0,72900.0,5,0.35,0,0.767
18,F,Skilled Worker,Ontario,South Asia,1,University,4,Pharmacy,Dentist,Health,0,TEER 1,Not Recognized,1,0.8386548524440764,1,Sales & Service,Customer Service Representative,Retail Trade,1,49100.0,18,0.51,0,0.63
24,F,Skilled Worker,Ontario,South Asia,1,College,1,Engineering Technology,Civil Engineer,Natural & Applied Sciences,1,TEER 1,Partially Recognized,0,0.8439943266162973,1,Natural & Applied Sciences,Data Analyst,Information Technology,0,78700.0,2,0.32,0,0.788
40,F,Skilled Worker,Ontario,South Asia,1,College,3,Practical Nursing,Registered Nurse,Health,13,TEER 1,Not Assessed,1,0.8426731136963415,0,Not Employed,Not Employed,Not Applicable,0,0.0,9,1.75,0,0.337
18,F,Skilled Worker,Ontario,South Asia,1,High School,3,General Studies,HR Specialist,"Business, Finance & Administration",0,TEER 1,Not Assessed,0,0.8188022162808122,1,Manufacturing & Utilities,Warehouse Labourer,Transportation & Warehousing,1,29400.0,7,0.86,0,0.473
22,F,Skilled Worker,Ontario,South Asia,1,University,1,Engineering Technology,Truck Driver,"Trades, Transport & Equipment Operators",0,TEER 2,Fully Recognized,0,0.8627420089226601,0,Not Employed,Not Employed,Not Applicable,0,0.0,13,1.75,0,0.345
24,F,Skilled Worker,Ontario,South Asia,1,University,5,Economics,Accountant,"Business, Finance & Administration",4,TEER 1,Partially Recognized,0,0.8567130045060837,0,Not Employed,Not Employed,Not Applicable,0,0.0,6,1.75,0,0.343
19,F,Skilled Worker,Ontario,South Asia,1,High School,2,General Studies,Administrative Officer,"Business, Finance & Administration",0,TEER 1,Partially Recognized,0,0.8275344737915392,1,"Business, Finance & Administration",Financial Analyst,Finance & Insurance,0,51400.0,1,0.49,0,0.639
25,F,Skilled Worker,Ontario,South Asia,0,University,5,Economics,Bookkeeper,"Business, Finance & Administration",0,TEER 1,Fully Recognized,0,0.8261025841068084,1,"Business, Finance & Administration",HR Specialist,Public Administration,0,84200.0,7,0.3,0,0.807
27,F,Skilled Worker,Ontario,South Asia,1,High School,2,General Studies,Photographer,"Arts, Culture & Recreation",8,TEER 1,Fully Recognized,0,0.8453064809776941,1,"Arts, Culture & Recreation",Photographer,Information & Cultural Industries,0,82400.0,1,0.31,0,0.806
30,F,Skilled Worker,Ontario,South Asia,0,University,2,Engineering,Civil Engineer,Natural & Applied Sciences,7,TEER 1,Fully Recognized,0,0.8331687524931463,1,Natural & Applied Sciences,Civil Engineer,Manufacturing,0,85000.0,14,0.3,0,0.813
37,F,Skilled Worker,Ontario,South Asia,1,College,1,Human Resources,Accountant,"Business, Finance & Administration",9,TEER 1,Not Assessed,0,0.8426731136963415,1,"Business, Finance & Administration",Accountant,Finance & Insurance,0,79100.0,1,0.32,0,0.789
40,F,Skilled Worker,Ontario,South Asia,1,College,1,Engineering Technology,IT Analyst,Natural & Applied Sciences,11,TEER 1,Not Assessed,0,0.8479037261753387,1,"Trades, Transport & Equipment Operators",Auto Mechanic,Construction,1,64700.0,2,0.39,0,0.72
24,F,Skilled Worker,Ontario,South Asia,1,College,5,Early Childhood Education,Lawyer,"Education, Law & Social Services",5,TEER 1,Not Recognized,1,0.835930231322576,1,"Trades, Transport & Equipment Operators",Welder,Manufacturing,1,29800.0,11,0.85,0,0.484
26,F,Skilled Worker,Ontario,South Asia,1,University,3,Manufacturing Technology,Warehouse Labourer,Manufacturing & Utilities,0,TEER 5,Partially Recognized,0,0.8567130045060837,1,Manufacturing & Utilities,Production Worker,Manufacturing,0,39600.0,2,0.64,0,0.573
