record_id,city,cmhc_centre,neighbourhood,bedroom_type,unit_type,monthly_rent,cmhc_avg_rent_2br_2025,vacancy_rate_2025,turnover_rate_2025,rent_change_pct_2024_2025,latitude,longitude,record_type,source_category,source_reference,vacancy_quality_code,rent_quality_code
SYN-0697,Brantford,Brantford CMA,Brantford area 09,2 Bedroom,Apartment,1910,1619,3.5,14.5,,43.058824,-80.202683,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0698,Greater Sudbury,Greater Sudbury/Grand Sudbury CMA,Greater Sudbury area 09,1 Bedroom,Apartment,1195,1558,1.2,6.6,,46.505706,-80.862999,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0699,Thunder Bay,Thunder Bay CMA,Thunder Bay area 03,2 Bedroom,Apartment,1415,1495,4,3.4,6.8,48.366315,-89.366915,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0700,Greater Sudbury,Greater Sudbury/Grand Sudbury CMA,Greater Sudbury area 06,2 Bedroom,Apartment,1395,1558,1.2,6.6,,46.49848,-80.963974,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0701,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 06,2 Bedroom,Apartment,2010,1926,3,15.4,3.4,45.448148,-75.604263,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0702,London,London CMA,London area 12,2 Bedroom,Apartment,1545,1651,4,15.1,4.1,42.959913,-81.231565,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0703,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 10,1 Bedroom,Townhouse,1255,1527,3.9,12.8,5.5,43.204663,-79.114484,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0704,Barrie,Barrie CMA,Barrie area 04,2 Bedroom,Apartment,1800,1755,4.3,12.8,4.3,44.290714,-79.55473,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0705,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 02,Studio,Apartment,1410,1926,3,15.4,3.4,45.435634,-75.676794,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0706,Belleville,Belleville - Quinte West CMA,Belleville area 10,1 Bedroom,Apartment,1165,1484,3.4,16.9,,44.090482,-77.420257,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0707,London,London CMA,London area 12,1 Bedroom,Apartment,1440,1651,4,15.1,4.1,43.068476,-81.181252,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0708,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 12,2 Bedroom,Apartment,2005,1926,3,15.4,3.4,45.419155,-75.583499,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0709,Guelph,Guelph CMA,Guelph area 06,2 Bedroom,Apartment,2040,1802,3.1,15.1,4.6,43.521109,-80.170907,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0710,Peterborough,Peterborough CMA,Peterborough area 04,3 Bedroom,Townhouse,2080,1518,3.1,8.4,,44.292404,-78.216894,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0711,Barrie,Barrie CMA,Barrie area 06,2 Bedroom,Townhouse,2060,1755,4.3,12.8,4.3,44.353263,-79.672132,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0712,London,London CMA,London area 10,1 Bedroom,Townhouse,1505,1651,4,15.1,4.1,43.079108,-81.176174,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0713,Brantford,Brantford CMA,Brantford area 12,1 Bedroom,Apartment,1340,1619,3.5,14.5,,43.106634,-80.271018,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0714,Belleville,Belleville - Quinte West CMA,Belleville area 12,2 Bedroom,Apartment,1425,1484,3.4,16.9,,44.079816,-77.382692,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0715,Hamilton,Hamilton CMA,Hamilton area 10,2 Bedroom,Townhouse,1645,1656,3.6,13.1,1.6,43.28615,-79.954554,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0716,London,London CMA,London area 10,1 Bedroom,Apartment,1310,1651,4,15.1,4.1,43.040254,-81.293579,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0717,Brantford,Brantford CMA,Brantford area 01,Studio,Townhouse,1115,1619,3.5,14.5,,43.103548,-80.238669,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0718,Oshawa,Oshawa CMA,Oshawa area 08,1 Bedroom,Apartment,1485,1754,3.7,4.8,,43.920344,-78.729755,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0719,Hamilton,Hamilton CMA,Hamilton area 02,1 Bedroom,Apartment,1390,1656,3.6,13.1,1.6,43.307247,-79.774227,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0720,Belleville,Belleville - Quinte West CMA,Belleville area 01,1 Bedroom,Apartment,1300,1484,3.4,16.9,,44.23655,-77.293947,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0721,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 04,2 Bedroom,Apartment,1870,1926,3,15.4,3.4,45.387875,-75.628809,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0722,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 03,2 Bedroom,Apartment,1980,1832,4.1,16.1,3.3,43.46136,-80.458602,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0723,Barrie,Barrie CMA,Barrie area 05,1 Bedroom,Apartment,1440,1755,4.3,12.8,4.3,44.329539,-79.635297,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0724,Belleville,Belleville - Quinte West CMA,Belleville area 11,1 Bedroom,Apartment,1250,1484,3.4,16.9,,44.07612,-77.338488,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0725,Peterborough,Peterborough CMA,Peterborough area 09,3 Bedroom,Apartment,1790,1518,3.1,8.4,,44.286405,-78.185601,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0726,Guelph,Guelph CMA,Guelph area 03,3 Bedroom,Townhouse,2755,1802,3.1,15.1,4.6,43.618155,-80.239492,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0727,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 05,2 Bedroom,Townhouse,1760,1832,4.1,16.1,3.3,43.35955,-80.376165,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0728,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 06,1 Bedroom,Apartment,1510,1926,3,15.4,3.4,45.325174,-75.644681,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0729,Oshawa,Oshawa CMA,Oshawa area 01,1 Bedroom,Apartment,1495,1754,3.7,4.8,,43.972835,-78.757443,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0730,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 02,1 Bedroom,Apartment,1130,1527,3.9,12.8,5.5,43.238835,-79.203873,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0731,Greater Sudbury,Greater Sudbury/Grand Sudbury CMA,Greater Sudbury area 10,2 Bedroom,Apartment,1425,1558,1.2,6.6,,46.476993,-81.047503,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0732,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 09,1 Bedroom,Apartment,1655,1926,3,15.4,3.4,45.362851,-75.800186,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0733,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 03,3 Bedroom,Apartment,2115,1832,4.1,16.1,3.3,43.533513,-80.511767,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0734,Kingston,Kingston CMA,Kingston area 03,1 Bedroom,Apartment,1230,1764,2.4,17.3,2.4,44.168027,-76.391232,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0735,Barrie,Barrie CMA,Barrie area 11,2 Bedroom,Townhouse,2015,1755,4.3,12.8,4.3,44.438522,-79.600264,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0736,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 10,1 Bedroom,Apartment,1235,1527,3.9,12.8,5.5,43.080754,-79.333336,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0737,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 08,2 Bedroom,Apartment,1460,1527,3.9,12.8,5.5,43.064617,-79.362199,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0738,Hamilton,Hamilton CMA,Hamilton area 07,2 Bedroom,Townhouse,1735,1656,3.6,13.1,1.6,43.298104,-79.905712,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0739,Windsor,Windsor CMA,Windsor area 05,1 Bedroom,Apartment,1200,1454,3.7,12.2,3.6,42.367808,-83.167574,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0740,Thunder Bay,Thunder Bay CMA,Thunder Bay area 08,1 Bedroom,Apartment,1250,1495,4,3.4,6.8,48.432455,-89.378347,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0741,Windsor,Windsor CMA,Windsor area 07,2 Bedroom,Townhouse,1665,1454,3.7,12.2,3.6,42.370143,-83.007208,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0742,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 01,1 Bedroom,Apartment,1500,1926,3,15.4,3.4,45.42563,-75.710989,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0743,London,London CMA,London area 01,2 Bedroom,Townhouse,1820,1651,4,15.1,4.1,42.96238,-81.172806,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0744,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 05,1 Bedroom,Townhouse,1620,1832,4.1,16.1,3.3,43.52848,-80.417102,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0745,Toronto,Toronto CMA,Toronto area 11,1 Bedroom,Apartment,1645,2046,3,8.7,3.4,43.656594,-79.482093,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0746,Toronto,Toronto CMA,Toronto area 12,Studio,Apartment,1370,2046,3,8.7,3.4,43.589154,-79.35958,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0747,Hamilton,Hamilton CMA,Hamilton area 04,1 Bedroom,Apartment,1295,1656,3.6,13.1,1.6,43.273763,-79.812708,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0748,Toronto,Toronto CMA,Toronto area 03,Studio,Apartment,1410,2046,3,8.7,3.4,43.691543,-79.270651,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0749,Guelph,Guelph CMA,Guelph area 09,Studio,Townhouse,1295,1802,3.1,15.1,4.6,43.586256,-80.1856,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0750,Kingston,Kingston CMA,Kingston area 06,1 Bedroom,Townhouse,1525,1764,2.4,17.3,2.4,44.139981,-76.577863,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0751,Hamilton,Hamilton CMA,Hamilton area 08,1 Bedroom,Apartment,1425,1656,3.6,13.1,1.6,43.239616,-79.923408,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0752,Oshawa,Oshawa CMA,Oshawa area 01,2 Bedroom,Apartment,1940,1754,3.7,4.8,,43.976808,-78.738006,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0753,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 04,Studio,Townhouse,1185,1527,3.9,12.8,5.5,43.06055,-79.141971,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0754,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 10,2 Bedroom,Townhouse,1830,1832,4.1,16.1,3.3,43.442348,-80.508513,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0755,Barrie,Barrie CMA,Barrie area 03,1 Bedroom,Apartment,1340,1755,4.3,12.8,4.3,44.454451,-79.816547,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0756,Belleville,Belleville - Quinte West CMA,Belleville area 10,2 Bedroom,Apartment,1385,1484,3.4,16.9,,44.091875,-77.513557,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0757,Oshawa,Oshawa CMA,Oshawa area 10,1 Bedroom,Apartment,1545,1754,3.7,4.8,,43.83275,-78.818036,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0758,Kingston,Kingston CMA,Kingston area 05,3 Bedroom,Apartment,2220,1764,2.4,17.3,2.4,44.317496,-76.599568,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0759,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 08,1 Bedroom,Townhouse,1800,1926,3,15.4,3.4,45.490162,-75.821173,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0760,Hamilton,Hamilton CMA,Hamilton area 04,1 Bedroom,Apartment,1205,1656,3.6,13.1,1.6,43.221542,-79.894783,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0761,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 12,2 Bedroom,Apartment,1485,1832,4.1,16.1,3.3,43.457389,-80.606097,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0762,Oshawa,Oshawa CMA,Oshawa area 10,1 Bedroom,Apartment,1310,1754,3.7,4.8,,43.849032,-78.844944,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0763,Peterborough,Peterborough CMA,Peterborough area 10,3 Bedroom,Townhouse,1805,1518,3.1,8.4,,44.307601,-78.409164,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0764,London,London CMA,London area 11,2 Bedroom,Apartment,1630,1651,4,15.1,4.1,42.885216,-81.375441,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0765,Guelph,Guelph CMA,Guelph area 09,2 Bedroom,Apartment,1955,1802,3.1,15.1,4.6,43.527608,-80.294061,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0766,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 02,Studio,Apartment,915,1832,4.1,16.1,3.3,43.489603,-80.560158,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0767,Oshawa,Oshawa CMA,Oshawa area 10,1 Bedroom,Apartment,1445,1754,3.7,4.8,,43.863757,-78.894652,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0768,Barrie,Barrie CMA,Barrie area 11,2 Bedroom,Apartment,1690,1755,4.3,12.8,4.3,44.355503,-79.735658,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0769,Windsor,Windsor CMA,Windsor area 09,3 Bedroom,Apartment,1695,1454,3.7,12.2,3.6,42.34034,-82.93036,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0770,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 09,1 Bedroom,Townhouse,1590,1926,3,15.4,3.4,45.507058,-75.82371,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0771,Oshawa,Oshawa CMA,Oshawa area 06,2 Bedroom,Apartment,1730,1754,3.7,4.8,,43.91258,-78.912507,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0772,Brantford,Brantford CMA,Brantford area 07,3 Bedroom,Apartment,1980,1619,3.5,14.5,,43.207548,-80.308486,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0773,Kingston,Kingston CMA,Kingston area 06,2 Bedroom,Townhouse,1930,1764,2.4,17.3,2.4,44.287669,-76.539513,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0774,Belleville,Belleville - Quinte West CMA,Belleville area 08,1 Bedroom,Apartment,1260,1484,3.4,16.9,,44.162211,-77.456345,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0775,Oshawa,Oshawa CMA,Oshawa area 02,1 Bedroom,Apartment,1485,1754,3.7,4.8,,43.804579,-78.948483,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0776,Toronto,Toronto CMA,Toronto area 06,2 Bedroom,Townhouse,2355,2046,3,8.7,3.4,43.734191,-79.478821,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0777,Windsor,Windsor CMA,Windsor area 09,2 Bedroom,Apartment,1465,1454,3.7,12.2,3.6,42.38926,-82.949271,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0778,Hamilton,Hamilton CMA,Hamilton area 09,1 Bedroom,Apartment,1300,1656,3.6,13.1,1.6,43.247574,-79.812422,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0779,Guelph,Guelph CMA,Guelph area 01,Studio,Apartment,1180,1802,3.1,15.1,4.6,43.462215,-80.25734,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0780,Guelph,Guelph CMA,Guelph area 11,2 Bedroom,Apartment,1635,1802,3.1,15.1,4.6,43.449296,-80.176875,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0781,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 05,1 Bedroom,Apartment,1470,1832,4.1,16.1,3.3,43.506157,-80.445356,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0782,Hamilton,Hamilton CMA,Hamilton area 09,1 Bedroom,Apartment,1480,1656,3.6,13.1,1.6,43.158751,-79.837338,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0783,Guelph,Guelph CMA,Guelph area 10,1 Bedroom,Apartment,1395,1802,3.1,15.1,4.6,43.633456,-80.164318,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-0784,London,London CMA,London area 08,1 Bedroom,Apartment,1330,1651,4,15.1,4.1,43.007553,-81.289389,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-0785,Belleville,Belleville - Quinte West CMA,Belleville area 07,1 Bedroom,Townhouse,1340,1484,3.4,16.9,,44.13952,-77.498589,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-0786,Kingston,Kingston CMA,Kingston area 04,2 Bedroom,Townhouse,1880,1764,2.4,17.3,2.4,44.254463,-76.538352,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
